,evaluation,0
3978,一直想给新装修的房子买个智能电视，突然发现了微鲸。对比了下，比小米乐视性价比高，硬件配置更高，原来买过kktv，但是对比后发现微鲸更好性价比高，虽然价格贵了一点点，但是得到了更强的硬件，所以果断选择，在618期间果断下单。很快到货，拆开后很惊艳很漂亮，挂到墙上高端大气上档次，开机流畅，遥控操作方便，UI很方便，画面细腻颜色鲜艳，总之一切到目前都很满意，大大的赞一个，推荐想换只能电视的朋友购买。,负面
703,电视性价比高，开始感觉屏幕有模糊，后来慢慢摸索调试，很清晰了,正面
293,品质好，服务也很贴心,正面
3245,对比了很多家产品. 最终选择了新兴品牌微鲸. 电视4天送到 相比起来较慢. 送货态度很不好. 好像谁欠他钱似的. 电视外包装箱被雨淋湿了. 都坏了. 电视整体还凑合吧. 没有很惊艳. 如果需要放在电视柜上 柜长要140cm以上. 能玩的游戏有限.而且都是小游戏. 总体不太值,负面
3229,微鱼鲸电话视真的超过预期，特别是音质，甩乐视几条街，已多次购买，但不明白这次的遥控器上怎么没有语音点二播，是不是发错了，前面买的几台电视都有的呀，一如继往支持微鲸，期待给我们更多惊喜!,负面
2711,听说微鲸电视不错，买了台49寸的！内容丰富！物流质量送家！就是有点慢！不过遥控器一直连接不上，按照说明书的连接方法也不行，不知道是不是操作问题！,负面
3411,物流是真快，但是悲催的是少了底架上的螺丝配件，电视安装不起来，所以还不知道电视怎么样哦，就等着一个小小螺丝配件了，好几天了还没到，能快点不,负面
2075,"发货慢,答应了2次都是一拖再拖,固定膨胀螺丝的自攻螺丝质量太差,拧一下那个十字都直接就花了,最后都是用榔头敲进去的",正面
2250,lji卖家，实物与电视安装不上，太tamalaji，叫退款还不退，反映螺丝问题居然回复到五金店配，那我不如直接在五金店买了，lji种卖家，大家注意,负面
3423,垃圾服务垃圾,负面
3743,4k 55寸电视机没想象中的大，家里还没有网络体验不了会员高清大片。小舅推荐微鲸电视品牌。希望越走越好吧！,负面
1573,收到啦回来邻居售后安装滴效果很棒清晰度也很好送货也快神速啊,正面
3495,用了两天，出现了两次黑屏的现象，换一个试试，可以的话再追加评论来,负面
3037,电视不错，感觉对软件要求更高，试了好几个软件才找到一个清晰度很高的，整体非常棒。客服态度可以。物流是我购物几年来最差的，这种物流公司不倒闭简直是没天理。大件淘宝和京东价格一样的话还是选京东吧。,负面
3890,电视屏幕左上角有2个黑点，说是屏幕里面进了灰尘，售后说这是正常的说屏幕允许有1～2处，虽然不影响观看，但是新电视难免心里会不舒服～,负面
579,质量过硬。双十一购买发货速度都非常快,正面
2922,基本上只能给一个中评到差评标准，使用半个月 做以下总结，真实评价不喜勿喷，选择片源时候死机基本上每天一到两次，画质只有它机器自带的画面比较清晰，进去片源以后色彩不好看，并且不能调节，需要返回主页选择显示效果。赠送的会员没有任何吊用，我以为可以像其他一样什么都能看，但是里面都是svip的片源 需要再花钱升级到钻石会员才可以。属于欺骗顾客，基本的同步最新电视剧都看不了，片源还少。电视声音巨差，还拿中国新歌声当幌子，声音没法听，我用了外接音响才能听，更别谈音质了！不能插稍微老一点的机顶盒因为根本没有音频视频老式接口，过了七天退货，所以退不了了，给大家一些使用感受，过几天就没有送E卡活动了，也没有满减券 我买的2 9 9 8*，基本属于贵的买价了吧,正面
277,电视不错很清楚，有时候会卡！,正面
4059,效果不错 中途有有些操作问题 客户都远程操作了 目前会员还没有搞定,正面
2908,电视机挺好用 还可以放大图像 可下载直播 就是没有电源开关 赠送的会员基本用不上,负面
668,画面色彩鲜艳柔和，画质清晰，音响效果不错，希望能耐用，好评一个！,正面
4190,差评差评差评,正面
588,性价比很高，这么大的屏幕，这个价格，而且以后能够升级，实在是很划算的,负面
970,价格优惠，东西很好，送货速度快！快递员辛苦了！,负面
203,非常满意全部五星好评！,正面
1090,一波三折，出现些小问题不过售后服务很到位，耐心。超赞 用的放心,正面
2814,首先价格便宜，几乎是商城能找到最便宜的互联网电视了，而配置却不低。送货快，快递员帮着开箱检查，没找到什么毛病，屏幕色彩亮丽无坏点。再说缺点：有了电脑的性能就有了电脑的毛病，开机慢（15秒左右），有一次开机居然还死机了。没有vga接口。屏幕反光大些。用料差些，看那单薄的电源线和插头就知道了。最大的糟点还是声音干巴刺耳，就好象音箱只装了高音而没有中低音喇叭，而且机器没有外接音箱口。当然一分钱一分货，也不好再多挑剔了。,负面
2237,京东物流都可以，微鲸厂家服务太烂。安装费用超过，售后服务态度奇差无比，再也不买这个品牌的产品,负面
2915,第二台微鲸电视了，质量很不错，就是有些资源白金会员没法看，非要钻石会员，差评！ 发货很快！,负面
177,非常好的电视使用满意,负面
3291,很好，和去年双11买的一样，只是价格贵了400,负面
2281,很赞，唯一不满意的是没有电视支架配送！质量看起来非常满意，快递员也很好，送上门还给安装好！很不错,负面
1735,电视不错，送货速度快，包装完好，自己安装调试的，很简单，开关机广告可以接受，唯一不好就是自带的软件不能看直播，给好评！,负面
3608,1:6.1凌晨拍的，6.2电视就已经到了，只是到6.3才送到家。送货速度给四星是希望能6.2就能够送货上门。 2:希望当天送货前能给客户打个电话，因为大家都忙着工作。以便客户有所准备回去接收。这也是给四星的原因。3:挂架是赠送的没一起送到不人性化。这点超级差评。4:喜欢微鲸这是第二台。,负面
2706,电视机比较轻，没有说明书，还行吧,正面
1140,电视收到了，打开看看，配置和质量非常好， 就是买的吊架还没回来,负面
4235,开机慢，喇叭声音效果一般，买了两天就降价，还好补了差价。,正面
3839,想不到今天下午就到货了，惊叹京东的送货快速。开机测试竟然碰到了问题，原来送货员没有搞清楚开关，按错了后面的原型按钮，真是醉了，差点就退货了，好在最后有惊无险。电视目前看来还是蛮惊艳的，速度非常快，就是喇叭好像一般，这款难道没有HiFi和杜比吗？会员申请需要电视系统更新后才能申请，希望后期买家可以借鉴。,负面
3976,一般般，才知道安装要安装费，感觉这个价格还是贵了，其他品牌都可以少好几百，这个牌子第一次买，着实感觉一般般，后面会继续追平，还要凑六张图我也是醉了,负面
1610,好大好薄，第一次买这么贵的东西，物流快，快递小哥很负责，给我拆开，通电验货，小米品牌也很不错,负面
1946,帮朋友的家人买的，分辨率低到不要不要，1366×768也是醉了，应该是供应链上08年标准的面板。不过其他的牌子也都这样，好处是系统可以，配置也不错，对于1298来说，如果是2G运行就更好了,负面
3663,来只打算用底座的，但是怕对小孩子造成安全隐患，我们还是选择花100元装了个挂架。 送货，安装速度都挺快的！除了第一次开机花费的时间较长以外，其它的开机时间都还可以，比乐视的要好。每次开机都有广告。特意选了2+16的，免去了买电视盒子的费用，挺好。目前用还没有出现卡顿的现象。,负面
3999,电视机质量不怎么样，买了没多久降价好几百，这不坑人嘛,负面
